20200728,14:47:32,27.606,804.767,1198.044
20200728,14:50:19,27.475,1329.646,699.541
20200728,14:50:30,27.478,384.865,699.541
20200728,14:50:41,27.476,1014.719,699.541
20200728,14:50:52,27.494,1329.646,699.541
20200728,14:51:04,27.496,699.792,699.541
20200728,14:54:51,27.482,1329.646,699.541
20200728,14:55:03,27.517,1014.719,1014.385
20200728,14:55:14,27.529,69.938,1014.385
20200728,14:55:25,27.560,1014.719,699.541
20200728,14:55:36,27.588,1014.719,1014.385
20200728,14:55:47,27.609,699.792,1014.385
20200728,14:55:59,27.625,1014.719,699.541
20200728,14:56:10,27.644,1329.646,1014.385
20200728,14:57:46,27.627,1014.719,1014.385
20200728,14:57:57,27.632,1329.646,384.698
20200728,14:58:08,27.627,699.792,1329.228
20200728,14:58:20,27.602,1014.719,699.541
20200728,15:04:20,27.497,384.865,1014.385
20200728,15:04:31,27.487,699.792,1329.228
20200728,15:04:43,568.734,808.774,482.694
20200728,15:28:15,27.270,699.792,384.698
20200728,15:28:26,27.266,384.865,699.541
20200728,15:28:37,27.271,699.792,1014.385
20200728,15:28:48,27.268,1014.719,1329.228
20200728,15:29:15,27.262,384.865,1014.385
20200728,15:29:26,27.267,1329.646,1329.228
20200728,15:30:42,27.341,1014.719,1329.228
