20200725,22:57:49,26.623,1329.646,804.489
20200725,22:57:56,26.614,-244.989,804.489
20200725,22:58:02,477.498,886.430,886.152
20200725,23:11:56,26.484,1329.646,804.489
20200725,23:12:03,26.473,1329.646,1329.228
20200725,23:12:09,26.468,279.889,1329.228
20200725,23:12:16,26.461,804.767,1329.228
20200725,23:12:23,26.450,804.767,1329.228
20200725,23:12:30,26.444,804.767,804.489
20200725,23:12:36,26.436,1329.646,804.489
20200725,23:12:43,26.438,279.889,804.489
20200725,23:12:50,26.434,1329.646,1329.228
20200725,23:12:57,26.425,804.767,1329.228
20200725,23:13:03,26.425,1329.646,1329.228
20200725,23:30:18,26.802,804.767,279.750
20200725,23:30:25,26.814,1329.646,1329.228
20200725,23:30:31,26.826,804.767,804.489
20200725,23:30:38,51.127,821.394,821.255,459.842,459.842,459.842,459.842,459.842,8.947
