20200726,00:18:44,26.770,804.767,279.750
20200726,00:18:50,26.787,1329.646,279.750
20200726,00:18:57,26.802,279.889,1329.228
20200726,00:19:04,477.738,370.492,886.152
20200726,00:35:02,26.108,804.767,1329.228
20200726,00:35:09,26.106,804.767,804.489
20200726,00:35:16,26.101,279.889,279.750
20200726,00:35:23,26.095,1329.646,1329.228
20200726,00:35:29,26.094,279.889,1329.228
20200726,00:35:36,26.089,1329.646,279.750
20200726,00:35:43,26.076,-244.989,279.750
20200726,00:35:50,26.059,1329.646,804.489
20200726,00:35:56,26.051,804.767,804.489
20200726,00:36:03,26.047,1329.646,804.489
20200726,00:36:10,26.043,1329.646,1329.228
20200726,00:36:17,26.033,804.767,804.489
20200726,00:36:23,26.030,804.767,279.750
20200726,00:36:30,26.028,-244.989,1329.228
20200726,00:36:37,26.027,279.889,804.489
20200726,00:36:43,26.013,279.889,1329.228
20200726,00:38:23,25.968,1329.646,804.489
20200726,00:38:30,25.971,279.889,1329.228
20200726,00:38:42,25.987,804.767,1329.228
20200726,00:41:24,26.332,279.889,1329.228
20200726,01:48:04,27.915,1329.646,542.120
20200726,01:48:10,27.921,542.328,1329.228
20200726,01:48:16,27.926,542.328,-244.989
20200726,01:48:22,27.934,542.328,1329.228
20200726,01:48:28,27.940,1329.646,1329.228
20200726,01:48:34,27.937,542.328,1329.228
20200726,01:48:40,27.932,1329.646,542.120
20200726,01:48:46,27.930,1329.646,542.120
20200726,01:55:17,28.544,1329.646,542.120
20200726,01:55:23,28.571,1329.646,542.120
20200726,01:55:29,28.603,542.328,1329.228
20200726,01:55:35,28.631,542.328,1329.228
20200726,01:55:41,28.650,1329.646,542.120
20200726,01:55:47,28.654,542.328,542.120
20200726,01:55:53,28.650,1329.646,1329.228
20200726,01:55:59,28.664,542.328,542.120
20200726,01:56:05,28.686,542.328,542.120
20200726,01:56:11,28.699,1329.646,1329.228
20200726,01:56:17,28.697,1329.646,542.120
20200726,01:56:23,28.679,1329.646,1329.228
20200726,01:56:29,28.655,1329.646,542.120
20200726,01:56:35,28.634,1329.646,542.120
20200726,01:56:41,28.615,1329.646,1329.228
20200726,01:56:47,28.595,1329.646,542.120
20200726,01:56:53,28.577,542.328,542.120
20200726,01:56:59,28.556,542.328,-244.989
20200726,01:57:05,28.532,-244.989,542.120
20200726,01:57:11,28.510,-244.989,542.120
20200726,01:57:17,28.490,542.328,1329.228
20200726,01:57:23,28.471,1329.646,-244.989
20200726,01:57:29,28.457,-244.989,542.120
20200726,01:57:35,28.450,1329.646,1329.228
20200726,01:57:41,28.447,1329.646,1329.228
20200726,01:57:47,28.445,1329.646,1329.228
20200726,01:57:53,28.446,542.328,542.120
20200726,01:57:59,28.450,1329.646,1329.228
20200726,01:58:05,28.455,1329.646,542.120
20200726,01:58:11,28.454,542.328,542.120
20200726,01:58:17,28.449,1329.646,1329.228
20200726,01:58:23,28.449,1329.646,542.120
20200726,01:58:29,28.456,542.328,1329.228
20200726,01:58:35,28.465,1329.646,1329.228
20200726,01:58:41,28.466,542.328,542.120
20200726,01:58:47,28.459,-244.989,1329.228
20200726,01:58:53,28.455,-244.989,1329.228
