20200724,15:04:16,28.165,1381.653,1381.653,1381.653,1381.653,1381.653,1381.653,1381.653
20200724,15:05:16,28.166,1381.661,1381.661,1381.661,1381.661,1381.661,1381.661,1381.661
20200724,15:05:26,28.166,1381.665,1381.665,1381.665,1381.665,1381.665,1381.665,1381.665
20200724,15:05:36,28.166,1381.669,1381.669,1381.669,1381.669,1381.669,1381.669,1381.669
20200724,15:07:07,28.167,1381.692,1381.692,1381.692,1381.692,1381.692,1381.692,1381.692
20200724,15:07:59,28.167,1381.700,1381.700,1381.700,1381.700,1381.700,1381.700,1381.700
20200724,15:08:25,28.167,1381.697,1381.697,1381.697,1381.697,1381.697,1381.697,1381.697
20200724,15:14:59,28.167,1381.647,1381.647,1381.647,1381.647,1381.647,1381.647,1381.647
20200724,15:15:09,28.167,1381.649,1381.649,1381.649,1381.649,1381.649,1381.649,1381.649
20200724,15:15:19,28.167,1381.647,1381.647,1381.647,1381.647,1381.647,1381.647,1381.647
20200724,15:15:29,28.167,1381.645,1381.645,1381.645,1381.645,1381.645,1381.645,1381.645
20200724,15:15:39,28.167,1381.641,1381.641,1381.641,1381.641,1381.641,1381.641,1381.641
20200724,15:17:25,28.166,1381.625,1381.625,1381.625,1381.625,1381.625,1381.625,1381.625
20200724,15:17:35,28.165,1381.623,1381.623,1381.623,1381.623,1381.623,1381.623,1381.623
20200724,15:17:45,28.166,1381.624,1381.624,1381.624,1381.624,1381.624,1381.624,1381.624
20200724,15:19:20,28.166,1381.640,1381.640,1381.640,1381.640,1381.640,1381.640,1381.640
20200724,15:19:30,28.166,1381.643,1381.643,1381.643,1381.643,1381.643,1381.643,1381.643
20200724,15:19:40,28.166,1381.645,1381.645,1381.645,1381.645,1381.645,1381.645,1381.645
20200724,15:19:50,28.166,1381.647,1381.647,1381.647,1381.647,1381.647,1381.647,1381.647
20200724,15:20:00,28.166,1381.650,1381.650,1381.650,1381.650,1381.650,1381.650,1381.650
20200724,15:20:10,28.166,1381.653,1381.653,1381.653,1381.653,1381.653,1381.653,1381.653
20200724,15:21:08,28.167,1381.670,1381.670,1381.670,1381.670,1381.670,1381.670,1381.670
20200724,15:21:32,28.167,1381.674,1381.674,1381.674,1381.674,1381.674,1381.674,1381.674
20200724,15:22:11,28.167,1381.678,1381.678,1381.678,1381.678,1381.678,1381.678,1381.678
20200724,15:23:16,28.167,1381.681,1381.681,1381.681,1381.681,1381.681,1381.681,1381.681
20200724,15:23:26,28.167,1381.678,1381.678,1381.678,1381.678,1381.678,1381.678,1381.678
20200724,15:23:36,28.167,1381.684,1381.684,1381.684,1381.684,1381.684,1381.684,1381.684
20200724,15:23:46,28.167,1381.680,1381.680,1381.680,1381.680,1381.680,1381.680,1381.680
20200724,15:23:56,28.167,1381.681,1381.681,1381.681,1381.681,1381.681,1381.681,1381.681
20200724,15:24:06,28.167,1381.683,1381.683,1381.683,1381.683,1381.683,1381.683,1381.683
20200724,15:24:16,28.167,1381.680,1381.680,1381.680,1381.680,1381.680,1381.680,1381.680
20200724,15:24:26,28.167,1381.683,1381.683,1381.683,1381.683,1381.683,1381.683,1381.683
20200724,15:24:36,28.167,1381.679,1381.679,1381.679,1381.679,1381.679,1381.679,1381.679
20200724,15:24:46,28.167,1381.677,1381.677,1381.677,1381.677,1381.677,1381.677,1381.677
20200724,15:36:25,28.165,1381.537,1381.537,1381.537,1381.537,1381.537,1381.537,1381.537
20200724,15:36:35,28.165,1381.541,1381.541,1381.541,1381.541,1381.541,1381.541,1381.541
20200724,15:37:40,28.166,1381.561,1381.561,1381.561,1381.561,1381.561,1381.561,1381.561
20200724,15:40:00,28.167,1381.588,1381.588,1381.588,1381.588,1381.588,1381.588,1381.588
20200724,15:40:11,28.167,1381.591,1381.591,1381.591,1381.591,1381.591,1381.591,1381.591
20200724,15:40:21,28.167,1381.594,1381.594,1381.594,1381.594,1381.594,1381.594,1381.594
20200724,15:41:31,28.167,1381.596,1381.596,1381.596,1381.596,1381.596,1381.596,1381.596
20200724,15:47:12,28.594,1381.548,1105.238,1105.238,1105.238,1105.238,1105.238,1105.238
20200724,15:47:22,29.878,1381.550,276.310,276.310,276.310,276.310,276.310,276.310
20200724,15:47:32,30.302,1381.549
20200724,15:47:42,30.303,1381.551
20200724,15:47:52,30.306,1381.555
20200724,15:48:02,30.311,1381.556
20200724,15:48:12,30.307,1381.556
20200724,15:48:22,30.308,1381.557
20200724,15:48:34,30.312,1381.559
20200724,15:48:44,28.595,1381.562,1105.250,1105.250,1105.250,1105.250,1105.250,1105.250
20200724,15:48:54,28.165,1381.566,1381.566,1381.566,1381.566,1381.566,1381.566,1381.566
20200724,15:49:04,22.533,1105.253,1105.253,1105.253,1105.253,1105.253,1105.253,1105.253
20200724,15:49:46,28.166,1381.580,1381.580,1381.580,1381.580,1381.580,1381.580,1381.580
20200724,15:49:56,28.166,1381.583,1381.583,1381.583,1381.583,1381.583,1381.583,1381.583
20200724,15:50:06,28.166,1381.587,1381.587,1381.587,1381.587,1381.587,1381.587,1381.587
20200724,15:50:16,28.166,1381.587,1381.587,1381.587,1381.587,1381.587,1381.587,1381.587
20200724,15:50:26,28.167,1381.592,1381.592,1381.592,1381.592,1381.592,1381.592,1381.592
20200724,15:50:36,28.166,1381.591,1381.591,1381.591,1381.591,1381.591,1381.591,1381.591
20200724,15:50:46,28.166,1381.596,1381.596,1381.596,1381.596,1381.596,1381.596,1381.596
20200724,15:50:56,28.166,1381.597,1381.597,1381.597,1381.597,1381.597,1381.597,1381.597
20200724,15:51:06,28.166,1381.601,1381.601,1381.601,1381.601,1381.601,1381.601,1381.601
20200724,15:51:16,28.167,1381.601,1381.601,1381.601,1381.601,1381.601,1381.601,1381.601
