20200721,18:11:57,28.165,1381.681,1381.681,1381.681,1381.681,1381.681,1381.681,1381.681
20200721,18:17:33,28.165,1381.515,1381.515,1381.515,1381.515,1381.515,1381.515,1381.515
20200721,18:18:33,28.165,1381.482,1381.482,1381.482,1381.482,1381.482,1381.482,1381.482
20200721,18:19:33,28.165,1381.450,1381.450,1381.450,1381.450,1381.450,1381.450,1381.450
20200721,18:20:33,28.165,1381.418,1381.418,1381.418,1381.418,1381.418,1381.418,1381.418
20200721,18:21:33,28.165,1381.387,1381.387,1381.387,1381.387,1381.387,1381.387,1381.387
20200721,18:22:33,28.166,1381.370,1381.370,1381.370,1381.370,1381.370,1381.370,1381.370
20200721,18:23:33,28.165,1381.360,1381.360,1381.360,1381.360,1381.360,1381.360,1381.360
20200721,18:24:33,28.165,1381.359,1381.359,1381.359,1381.359,1381.359,1381.359,1381.359
20200721,18:25:33,28.165,1381.360,1381.360,1381.360,1381.360,1381.360,1381.360,1381.360
20200721,18:26:33,28.165,1381.366,1381.366,1381.366,1381.366,1381.366,1381.366,1381.366
20200721,18:27:33,28.165,1381.374,1381.374,1381.374,1381.374,1381.374,1381.374,1381.374
20200721,18:28:33,28.165,1381.385,1381.385,1381.385,1381.385,1381.385,1381.385,1381.385
20200721,18:29:33,28.165,1381.397,1381.397,1381.397,1381.397,1381.397,1381.397,1381.397
20200721,18:30:34,28.165,1381.412,1381.412,1381.412,1381.412,1381.412,1381.412,1381.412
20200721,18:31:34,28.165,1381.430,1381.430,1381.430,1381.430,1381.430,1381.430,1381.430
20200721,18:32:34,28.165,1381.449,1381.449,1381.449,1381.449,1381.449,1381.449,1381.449
20200721,18:33:34,28.165,1381.469,1381.469,1381.469,1381.469,1381.469,1381.469,1381.469
20200721,18:34:34,28.165,1381.492,1381.492,1381.492,1381.492,1381.492,1381.492,1381.492
20200721,18:35:34,28.165,1381.519,1381.519,1381.519,1381.519,1381.519,1381.519,1381.519
20200721,18:36:34,28.165,1381.543,1381.543,1381.543,1381.543,1381.543,1381.543,1381.543
20200721,18:37:34,28.165,1381.569,1381.569,1381.569,1381.569,1381.569,1381.569,1381.569
20200721,18:38:34,28.165,1381.598,1381.598,1381.598,1381.598,1381.598,1381.598,1381.598
20200721,18:39:34,28.165,1381.623,1381.623,1381.623,1381.623,1381.623,1381.623,1381.623
20200721,18:40:34,28.165,1381.652,1381.652,1381.652,1381.652,1381.652,1381.652,1381.652
20200721,18:41:34,28.165,1381.679,1381.679,1381.679,1381.679,1381.679,1381.679,1381.679
20200721,18:42:34,28.165,1381.701,1381.701,1381.701,1381.701,1381.701,1381.701,1381.701
20200721,18:43:34,28.165,1381.716,1381.716,1381.716,1381.716,1381.716,1381.716,1381.716
20200721,18:44:34,28.165,1381.718,1381.718,1381.718,1381.718,1381.718,1381.718,1381.718
20200721,18:45:34,28.165,1381.711,1381.711,1381.711,1381.711,1381.711,1381.711,1381.711
20200721,18:46:34,28.165,1381.700,1381.700,1381.700,1381.700,1381.700,1381.700,1381.700
20200721,18:47:34,28.165,1381.682,1381.682,1381.682,1381.682,1381.682,1381.682,1381.682
20200721,18:48:34,28.165,1381.660,1381.660,1381.660,1381.660,1381.660,1381.660,1381.660
20200721,18:49:34,28.165,1381.630,1381.630,1381.630,1381.630,1381.630,1381.630,1381.630
20200721,18:50:34,28.165,1381.601,1381.601,1381.601,1381.601,1381.601,1381.601,1381.601
20200721,18:51:34,28.165,1381.569,1381.569,1381.569,1381.569,1381.569,1381.569,1381.569
20200721,18:52:34,28.165,1381.533,1381.533,1381.533,1381.533,1381.533,1381.533,1381.533
20200721,18:53:35,28.165,1381.496,1381.496,1381.496,1381.496,1381.496,1381.496,1381.496
20200721,18:54:35,28.165,1381.456,1381.456,1381.456,1381.456,1381.456,1381.456,1381.456
20200721,18:55:35,28.165,1381.413,1381.413,1381.413,1381.413,1381.413,1381.413,1381.413
20200721,18:56:35,28.165,1381.373,1381.373,1381.373,1381.373,1381.373,1381.373,1381.373
20200721,18:57:35,28.165,1381.328,1381.328,1381.328,1381.328,1381.328,1381.328,1381.328
20200721,18:58:35,28.165,1381.286,1381.286,1381.286,1381.286,1381.286,1381.286,1381.286
20200721,18:59:35,28.165,1381.241,1381.241,1381.241,1381.241,1381.241,1381.241,1381.241
20200721,19:00:35,28.165,1381.195,1381.195,1381.195,1381.195,1381.195,1381.195,1381.195
20200721,19:01:35,28.165,1381.147,1381.147,1381.147,1381.147,1381.147,1381.147,1381.147
20200721,19:02:35,28.165,1381.100,1381.100,1381.100,1381.100,1381.100,1381.100,1381.100
20200721,19:03:35,28.165,1381.048,1381.048,1381.048,1381.048,1381.048,1381.048,1381.048
20200721,19:04:35,28.165,1380.996,1380.996,1380.996,1380.996,1380.996,1380.996,1380.996
20200721,19:05:35,28.165,1380.943,1380.943,1380.943,1380.943,1380.943,1380.943,1380.943
20200721,19:06:35,28.165,1380.891,1380.891,1380.891,1380.891,1380.891,1380.891,1380.891
20200721,19:07:35,28.165,1380.837,1380.837,1380.837,1380.837,1380.837,1380.837,1380.837
20200721,19:08:35,28.165,1380.786,1380.786,1380.786,1380.786,1380.786,1380.786,1380.786
20200721,19:09:35,28.165,1380.731,1380.731,1380.731,1380.731,1380.731,1380.731,1380.731
20200721,19:10:35,28.165,1380.680,1380.680,1380.680,1380.680,1380.680,1380.680,1380.680
20200721,19:11:35,28.165,1380.632,1380.632,1380.632,1380.632,1380.632,1380.632,1380.632
20200721,19:12:35,28.165,1380.581,1380.581,1380.581,1380.581,1380.581,1380.581,1380.581
20200721,19:13:35,28.165,1380.532,1380.532,1380.532,1380.532,1380.532,1380.532,1380.532
20200721,19:14:35,28.165,1380.479,1380.479,1380.479,1380.479,1380.479,1380.479,1380.479
20200721,19:15:36,28.165,1380.428,1380.428,1380.428,1380.428,1380.428,1380.428,1380.428
20200721,19:16:36,28.165,1380.377,1380.377,1380.377,1380.377,1380.377,1380.377,1380.377
20200721,19:17:36,28.165,1380.326,1380.326,1380.326,1380.326,1380.326,1380.326,1380.326
20200721,19:18:36,28.165,1380.274,1380.274,1380.274,1380.274,1380.274,1380.274,1380.274
20200721,19:19:36,28.165,1380.228,1380.228,1380.228,1380.228,1380.228,1380.228,1380.228
20200721,19:20:36,28.165,1380.180,1380.180,1380.180,1380.180,1380.180,1380.180,1380.180
20200721,19:21:36,28.165,1380.140,1380.140,1380.140,1380.140,1380.140,1380.140,1380.140
20200721,19:22:36,28.165,1380.098,1380.098,1380.098,1380.098,1380.098,1380.098,1380.098
20200721,19:23:36,28.165,1380.061,1380.061,1380.061,1380.061,1380.061,1380.061,1380.061
20200721,19:24:36,28.165,1380.025,1380.025,1380.025,1380.025,1380.025,1380.025,1380.025
20200721,19:25:36,28.585,1379.994,345.002,345.002,345.002,345.002,345.002,345.002
20200721,19:26:36,28.699,1379.961
20200721,19:27:36,28.668,1379.933
20200721,19:28:36,28.641,1379.905
20200721,19:29:36,28.616,1379.879
20200721,19:30:36,28.589,1379.854
20200721,19:31:36,28.564,1379.828
20200721,19:32:36,28.540,1379.803
20200721,19:33:36,28.516,1379.782
20200721,19:34:36,28.496,1379.759
20200721,19:35:36,28.475,1379.739
20200721,19:36:36,28.451,1379.716
20200721,19:37:36,28.434,1379.698
20200721,19:38:36,28.416,1379.680
20200721,19:39:37,28.397,1379.663
20200721,19:40:37,28.379,1379.645
20200721,19:41:37,28.360,1379.627
20200721,19:42:37,28.346,1379.611
20200721,19:43:37,28.329,1379.594
20200721,19:44:37,28.310,1379.576
20200721,19:45:37,28.293,1379.558
20200721,19:46:37,28.277,1379.543
20200721,19:47:37,28.259,1379.527
20200721,19:48:37,28.244,1379.511
20200721,19:49:37,28.227,1379.493
20200721,19:50:37,28.224,1379.481
20200721,19:51:37,28.208,1379.468
20200721,19:52:37,28.198,1379.460
20200721,19:53:37,28.194,1379.455
20200721,19:54:37,28.185,1379.448
20200721,19:55:37,28.181,1379.444
20200721,19:56:37,28.177,1379.439
20200721,19:57:37,28.173,1379.434
20200721,19:58:37,28.172,1379.432
20200721,19:59:37,28.171,1379.431
20200721,20:00:37,28.178,1379.433
20200721,20:01:37,28.193,1379.444
20200721,20:02:37,28.214,1379.464
20200721,20:03:37,28.238,1379.491
20200721,20:04:37,28.275,1379.526
20200721,20:05:37,28.312,1379.564
20200721,20:06:37,28.353,1379.606
20200721,20:07:37,28.399,1379.653
20200721,20:08:38,28.449,1379.702
20200721,20:09:38,28.500,1379.753
20200721,20:10:38,28.552,1379.806
20200721,20:11:38,28.604,1379.856
20200721,20:12:38,28.657,1379.911
20200721,20:13:38,28.711,1379.963
20200721,20:14:38,28.765,1380.018
20200721,20:15:38,28.819,1380.074
20200721,20:16:38,28.876,1380.128
20200721,20:17:38,28.931,1380.184
20200721,20:18:38,28.988,1380.241
20200721,20:19:38,29.040,1380.293
20200721,20:20:38,29.097,1380.350
20200721,20:21:38,29.148,1380.402
20200721,20:22:38,29.203,1380.455
20200721,20:23:38,29.258,1380.511
20200721,20:24:38,29.314,1380.564
20200721,20:25:38,29.369,1380.621
20200721,20:26:38,29.418,1380.671
20200721,20:27:38,29.459,1380.720
20200721,20:28:38,29.495,1380.758
20200721,20:29:38,29.523,1380.788
20200721,20:30:38,29.545,1380.810
20200721,20:31:38,29.561,1380.827
20200721,20:32:38,29.574,1380.837
20200721,20:33:39,29.584,1380.844
20200721,20:34:39,29.603,1380.852
20200721,20:35:39,29.613,1380.861
20200721,20:36:39,29.636,1380.882
20200721,20:37:39,29.656,1380.905
20200721,20:38:39,29.681,1380.931
20200721,20:39:39,29.711,1380.961
20200721,20:40:39,29.739,1380.990
20200721,20:41:39,29.771,1381.022
20200721,20:42:39,29.804,1381.057
20200721,20:43:39,29.840,1381.091
20200721,20:44:39,29.874,1381.124
20200721,20:45:39,29.897,1381.155
20200721,20:46:39,29.917,1381.181
20200721,20:47:39,29.934,1381.198
20200721,20:48:39,29.943,1381.208
20200721,20:49:39,29.946,1381.210
20200721,20:50:39,29.945,1381.207
20200721,20:51:39,29.935,1381.198
20200721,20:52:39,29.924,1381.184
20200721,20:53:39,29.921,1381.172
20200721,20:54:39,29.920,1381.168
20200721,20:55:39,29.919,1381.168
20200721,20:56:39,29.927,1381.173
20200721,20:57:39,29.941,1381.188
20200721,20:58:40,29.959,1381.207
20200721,20:59:40,29.975,1381.227
20200721,21:00:40,29.992,1381.245
20200721,21:01:40,30.008,1381.261
20200721,21:02:40,30.027,1381.278
20200721,21:03:40,30.056,1381.306
20200721,21:04:40,30.078,1381.332
20200721,21:05:40,30.093,1381.356
20200721,21:06:40,30.111,1381.375
20200721,21:07:40,30.121,1381.383
20200721,21:08:40,30.123,1381.388
20200721,21:09:40,30.119,1381.383
20200721,21:10:40,30.111,1381.372
20200721,21:11:40,30.099,1381.361
20200721,21:12:40,30.085,1381.344
20200721,21:13:40,30.065,1381.322
20200721,21:14:40,30.048,1381.302
20200721,21:15:40,30.037,1381.287
20200721,21:16:40,30.027,1381.276
20200721,21:17:40,30.025,1381.274
20200721,21:18:40,30.030,1381.278
20200721,21:19:40,30.034,1381.284
20200721,21:20:40,30.049,1381.298
20200721,21:21:40,30.060,1381.310
20200721,21:22:41,30.075,1381.326
20200721,21:23:41,30.090,1381.342
20200721,21:24:41,30.109,1381.361
20200721,21:25:41,30.128,1381.380
20200721,21:26:41,30.148,1381.402
20200721,21:27:41,30.162,1381.421
20200721,21:28:41,30.170,1381.433
20200721,21:29:41,30.176,1381.440
20200721,21:30:41,30.172,1381.439
20200721,21:31:41,30.164,1381.429
20200721,21:32:41,30.150,1381.412
20200721,21:33:41,30.132,1381.395
20200721,21:34:41,30.117,1381.375
20200721,21:35:41,30.105,1381.354
20200721,21:36:41,30.092,1381.340
20200721,21:37:41,30.085,1381.332
20200721,21:38:41,30.082,1381.330
20200721,21:39:41,30.082,1381.332
20200721,21:40:41,30.093,1381.342
20200721,21:41:41,30.101,1381.352
20200721,21:42:41,30.114,1381.364
20200721,21:43:41,30.127,1381.380
20200721,21:44:41,30.145,1381.396
20200721,21:45:41,30.158,1381.411
20200721,21:46:41,30.176,1381.428
20200721,21:47:42,30.187,1381.443
20200721,21:48:42,30.194,1381.455
20200721,21:49:42,30.200,1381.462
20200721,21:50:42,30.197,1381.462
20200721,21:51:42,30.188,1381.452
20200721,21:52:42,30.176,1381.438
20200721,21:53:42,30.156,1381.419
20200721,21:54:42,30.137,1381.399
20200721,21:55:42,30.118,1381.375
20200721,21:56:42,30.103,1381.354
20200721,21:57:42,30.087,1381.335
20200721,21:58:42,30.078,1381.327
20200721,21:59:42,30.076,1381.323
20200721,22:00:42,30.079,1381.328
20200721,22:01:42,30.079,1381.332
20200721,22:02:42,30.088,1381.339
20200721,22:03:42,30.100,1381.351
20200721,22:04:42,30.111,1381.362
20200721,22:05:42,30.125,1381.376
20200721,22:06:42,30.145,1381.394
20200721,22:07:42,30.161,1381.412
20200721,22:08:42,30.170,1381.429
20200721,22:09:42,30.179,1381.441
20200721,22:10:42,30.185,1381.447
20200721,22:11:43,30.184,1381.448
20200721,22:12:43,30.175,1381.439
20200721,22:13:43,30.162,1381.424
20200721,22:14:43,30.143,1381.403
20200721,22:15:43,30.122,1381.382
20200721,22:16:43,30.108,1381.360
20200721,22:17:43,30.090,1381.341
20200721,22:18:43,30.083,1381.331
20200721,22:19:43,30.078,1381.325
20200721,22:20:43,30.082,1381.330
20200721,22:21:43,30.086,1381.335
20200721,22:22:43,30.093,1381.344
20200721,22:23:43,30.104,1381.354
20200721,22:24:43,30.120,1381.369
20200721,22:25:43,30.135,1381.387
