20200723,12:31:56,28.167,1377.408,1377.408,1377.408,1377.408,1377.408,1377.408,1377.408
20200723,12:32:56,28.167,1377.681,1377.681,1377.681,1377.681,1377.681,1377.681,1377.681
20200723,12:33:56,28.167,1377.894,1377.894,1377.894,1377.894,1377.894,1377.894,1377.894
20200723,12:34:56,28.167,1378.071,1378.071,1378.071,1378.071,1378.071,1378.071,1378.071
20200723,12:35:56,28.167,1378.223,1378.223,1378.223,1378.223,1378.223,1378.223,1378.223
20200723,12:36:56,28.167,1378.362,1378.362,1378.362,1378.362,1378.362,1378.362,1378.362
20200723,12:37:56,28.167,1378.486,1378.486,1378.486,1378.486,1378.486,1378.486,1378.486
20200723,12:38:57,28.167,1378.600,1378.600,1378.600,1378.600,1378.600,1378.600,1378.600
20200723,12:59:18,28.167,1380.138,1380.138,1380.138,1380.138,1380.138,1380.138,1380.138
20200723,12:59:28,28.168,1380.143,1380.143,1380.143,1380.143,1380.143,1380.143,1380.143
20200723,12:59:38,28.167,1380.142,1380.142,1380.142,1380.142,1380.142,1380.142,1380.142
20200723,12:59:48,28.167,1380.143,1380.143,1380.143,1380.143,1380.143,1380.143,1380.143
20200723,12:59:58,28.167,1380.150,1380.150,1380.150,1380.150,1380.150,1380.150,1380.150
20200723,13:00:08,28.167,1380.149,1380.149,1380.149,1380.149,1380.149,1380.149,1380.149
20200723,13:00:18,28.167,1380.155,1380.155,1380.155,1380.155,1380.155,1380.155,1380.155
20200723,13:00:28,28.167,1380.162,1380.162,1380.162,1380.162,1380.162,1380.162,1380.162
20200723,13:00:38,28.167,1380.165,1380.165,1380.165,1380.165,1380.165,1380.165,1380.165
20200723,13:00:48,28.167,1380.170,1380.170,1380.170,1380.170,1380.170,1380.170,1380.170
20200723,13:00:58,28.167,1380.173,1380.173,1380.173,1380.173,1380.173,1380.173,1380.173
20200723,13:01:08,28.166,1380.180,1380.180,1380.180,1380.180,1380.180,1380.180,1380.180
20200723,13:01:18,28.166,1380.185,1380.185,1380.185,1380.185,1380.185,1380.185,1380.185
20200723,13:01:28,28.167,1380.193,1380.193,1380.193,1380.193,1380.193,1380.193,1380.193
20200723,13:01:38,28.167,1380.198,1380.198,1380.198,1380.198,1380.198,1380.198,1380.198
20200723,13:01:48,28.166,1380.203,1380.203,1380.203,1380.203,1380.203,1380.203,1380.203
20200723,13:01:58,28.166,1380.214,1380.214,1380.214,1380.214,1380.214,1380.214,1380.214
20200723,13:02:08,28.166,1380.219,1380.219,1380.219,1380.219,1380.219,1380.219,1380.219
20200723,13:02:18,28.166,1380.227,1380.227,1380.227,1380.227,1380.227,1380.227,1380.227
20200723,13:02:28,28.166,1380.234,1380.234,1380.234,1380.234,1380.234,1380.234,1380.234
20200723,13:02:38,28.166,1380.241,1380.241,1380.241,1380.241,1380.241,1380.241,1380.241
20200723,13:02:48,28.166,1380.249,1380.249,1380.249,1380.249,1380.249,1380.249,1380.249
20200723,13:02:58,28.166,1380.258,1380.258,1380.258,1380.258,1380.258,1380.258,1380.258
20200723,13:03:08,28.166,1380.266,1380.266,1380.266,1380.266,1380.266,1380.266,1380.266
20200723,13:03:18,28.166,1380.274,1380.274,1380.274,1380.274,1380.274,1380.274,1380.274
20200723,13:03:28,28.166,1380.284,1380.284,1380.284,1380.284,1380.284,1380.284,1380.284
